num_records,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
2505,93,42873,Teriyaki Chicken Thighs,sp_HfwmTarvWk_42873_c_943722,u_zfEFxstQDv,olsonmichael,2,1740159192,2,85,3,5,67,"I followed the recipe exactly, and it turned out amazing!"
2506,93,42873,Teriyaki Chicken Thighs,sp_KNQaOlAodi_42873_c_983711,u_GVywVSmTEC,ellisdebra,1,1740240197,0,56,1,5,83,One of the best recipes I've tried! Highly recommend this dish.
2507,93,42873,Teriyaki Chicken Thighs,sp_vzJKFIdPjp_42873_c_368492,u_NylhVbakUT,ahudson,5,1740578217,0,91,5,1,67,One of the best recipes I've tried! Highly recommend this dish.
2508,93,42873,Teriyaki Chicken Thighs,sp_LotHeheaeN_42873_c_259145,u_rBwUkMlePy,john70,2,1740094468,1,59,5,4,100,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2509,93,42873,Teriyaki Chicken Thighs,sp_UnwIoZfEtQ_42873_c_225867,u_oRursuDwcy,aliciajackson,2,1740480157,0,0,7,1,52,"I made this for dinner, and my family loved it! Will make again."
2510,93,42873,Teriyaki Chicken Thighs,sp_uoKeBbiDhg_42873_c_870630,u_CVRdDrWZHB,ylee,1,1739907669,5,53,1,3,85,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2511,93,42873,Teriyaki Chicken Thighs,sp_EkaADHOhfz_42873_c_297142,u_vTTVrPpFUb,joshuaclayton,2,1739714111,1,77,9,2,95,"The sauce was fantastic! I served it over rice, and it was a hit."
2512,93,42873,Teriyaki Chicken Thighs,sp_VhZduPpNvv_42873_c_315029,u_lgnAfKgDhs,ajoseph,3,1739745424,0,93,9,5,66,"I followed the recipe exactly, and it turned out amazing!"
2513,93,42873,Teriyaki Chicken Thighs,sp_NcMOOszwvY_42873_c_997130,u_rMIjraTDxJ,wagnerscott,2,1740228883,5,93,9,2,72,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2514,93,42873,Teriyaki Chicken Thighs,sp_RADaiPIilF_42873_c_339008,u_RnvoqTETaY,joannawallace,5,1740283379,2,94,7,3,74,"I followed the recipe exactly, and it turned out amazing!"
2515,93,42873,Teriyaki Chicken Thighs,sp_AMMtwoiXte_42873_c_228601,u_gcbJvgeoEC,millertodd,1,1739930925,0,34,8,3,78,One of the best recipes I've tried! Highly recommend this dish.
2516,93,42873,Teriyaki Chicken Thighs,sp_xSKkOYMkyP_42873_c_296274,u_mRvDdEHbME,bennettamber,2,1739645903,2,91,6,3,84,One of the best recipes I've tried! Highly recommend this dish.
2517,93,42873,Teriyaki Chicken Thighs,sp_xvDhLAxwqA_42873_c_204168,u_uBCKGEVBAY,ashleynathan,3,1739781861,4,0,7,3,75,"I followed the recipe exactly, and it turned out amazing!"
2518,93,42873,Teriyaki Chicken Thighs,sp_NnEBGPVXhF_42873_c_866497,u_vQTIKtujxJ,ricenicole,1,1740189307,3,52,0,5,73,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2519,93,42873,Teriyaki Chicken Thighs,sp_CxnIkgjkJM_42873_c_690871,u_PzzkNepdTL,jenniferchristensen,2,1740339578,1,8,8,3,91,"I followed the recipe exactly, and it turned out amazing!"
2520,93,42873,Teriyaki Chicken Thighs,sp_wGUseYUuzf_42873_c_686943,u_dIlXiAjzNF,ehall,2,1740583780,1,71,9,5,98,My whole family enjoyed this meal. Definitely making it again.
2521,93,42873,Teriyaki Chicken Thighs,sp_lyMSGahYOa_42873_c_195941,u_GOwPwCnHuR,thomasgreen,4,1740079983,1,87,3,5,83,"I followed the recipe exactly, and it turned out amazing!"
2522,93,42873,Teriyaki Chicken Thighs,sp_mwFjtYXVFC_42873_c_200142,u_bOAexDcXLu,joshuacarter,4,1739686878,5,78,4,1,81,"The sauce was fantastic! I served it over rice, and it was a hit."
2523,93,42873,Teriyaki Chicken Thighs,sp_AwWjgXrAvv_42873_c_197057,u_YrzuaJskud,katie38,2,1740139080,2,77,4,4,57,Very easy to make and so flavorful. A great recipe for a quick meal.
2524,93,42873,Teriyaki Chicken Thighs,sp_nuJAYZWSqX_42873_c_423079,u_nKGLFQbRCq,alejandro11,5,1740023541,2,39,0,1,74,Very easy to make and so flavorful. A great recipe for a quick meal.
2525,93,42873,Teriyaki Chicken Thighs,sp_PhdsXCsvpV_42873_c_785556,u_jpcxYNUjZo,mirandabryant,3,1739862826,0,8,1,2,52,My whole family enjoyed this meal. Definitely making it again.
2526,93,42873,Teriyaki Chicken Thighs,sp_tBjaStNsIM_42873_c_326736,u_GSYICnOwhv,sonyaskinner,4,1740332060,2,99,3,4,84,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2527,93,42873,Teriyaki Chicken Thighs,sp_ZXNOBnjuJr_42873_c_731604,u_CSLlMJoJsv,ortegajeffrey,4,1740477719,2,32,4,2,65,The balance of flavors was perfect! Will be adding this to my favorites.
2528,93,42873,Teriyaki Chicken Thighs,sp_dEeritxflP_42873_c_649295,u_YbcijNhiTT,nshields,1,1740075492,4,16,4,5,62,The balance of flavors was perfect! Will be adding this to my favorites.
2529,93,42873,Teriyaki Chicken Thighs,sp_cheeZzJENz_42873_c_271156,u_IOHBkTGzWM,ehart,1,1740168311,2,44,0,2,84,Very easy to make and so flavorful. A great recipe for a quick meal.
2530,93,42873,Teriyaki Chicken Thighs,sp_WSXlVhsiny_42873_c_658756,u_QQuYEzuhHV,thompsonthomas,3,1739618511,2,50,7,2,81,This recipe was absolutely delicious! The flavors blended so well.
2531,93,42873,Teriyaki Chicken Thighs,sp_QWKbfhJDsN_42873_c_463112,u_DGcenbBIZu,leeedward,3,1740149233,5,36,1,3,67,"The sauce was fantastic! I served it over rice, and it was a hit."
2532,93,42873,Teriyaki Chicken Thighs,sp_pQrgrrzCPU_42873_c_868120,u_zGuTYeyXNu,marysingleton,3,1739818909,4,18,4,1,81,The balance of flavors was perfect! Will be adding this to my favorites.
2533,93,42873,Teriyaki Chicken Thighs,sp_UErBkzRACF_42873_c_555652,u_tInotOStOu,anolan,3,1739917955,1,62,3,2,98,My whole family enjoyed this meal. Definitely making it again.
2534,93,42873,Teriyaki Chicken Thighs,sp_eGAzqZcZPe_42873_c_164513,u_geOeBjcRFk,martinlisa,2,1739944610,5,31,9,5,85,"I made this for dinner, and my family loved it! Will make again."
2535,93,42873,Teriyaki Chicken Thighs,sp_uthSqOtjGQ_42873_c_726087,u_mCyiGRYRPs,gregory14,2,1740221803,3,88,7,5,89,"The sauce was fantastic! I served it over rice, and it was a hit."
2536,93,42873,Teriyaki Chicken Thighs,sp_YsDTQDLJCF_42873_c_800677,u_gDpOWLidKb,andrewgreen,3,1740102760,0,6,6,1,69,One of the best recipes I've tried! Highly recommend this dish.
2537,93,42873,Teriyaki Chicken Thighs,sp_UwcCZPpjKN_42873_c_333910,u_xgoObSOYjv,brittany89,3,1740388350,4,100,1,3,56,One of the best recipes I've tried! Highly recommend this dish.
2538,93,42873,Teriyaki Chicken Thighs,sp_JTqvIjseTs_42873_c_817150,u_ALNTJyLMLY,xbarajas,5,1739992481,4,82,8,1,77,The balance of flavors was perfect! Will be adding this to my favorites.
2539,93,42873,Teriyaki Chicken Thighs,sp_aEUTfVEGwI_42873_c_354511,u_nenOCeObHO,tamara41,3,1740264246,3,66,3,2,93,Very easy to make and so flavorful. A great recipe for a quick meal.
2540,93,42873,Teriyaki Chicken Thighs,sp_tUFMGZRAdj_42873_c_954749,u_PZsIdXfatB,zporter,4,1740540013,4,16,0,5,96,My whole family enjoyed this meal. Definitely making it again.
2541,93,42873,Teriyaki Chicken Thighs,sp_uaiFkrrYau_42873_c_913200,u_IaqIiPTySK,lisanovak,4,1739721827,0,50,3,1,95,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2542,93,42873,Teriyaki Chicken Thighs,sp_qwEQuQLcLv_42873_c_293493,u_uoVWGImpTK,jameswu,5,1740381857,4,30,0,5,73,The balance of flavors was perfect! Will be adding this to my favorites.
2543,93,42873,Teriyaki Chicken Thighs,sp_zwUUzmbPOB_42873_c_558493,u_rYOLBxVdGD,moranchristine,3,1740297824,4,43,10,4,86,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2544,93,42873,Teriyaki Chicken Thighs,sp_mAjWSCLZxy_42873_c_171306,u_ZUGAojMPuq,jessicanewman,3,1739649249,0,18,6,4,64,The balance of flavors was perfect! Will be adding this to my favorites.
2545,93,42873,Teriyaki Chicken Thighs,sp_xrXlyDTzcm_42873_c_805785,u_LVirDzJffP,carlos79,2,1740126891,0,40,4,1,56,One of the best recipes I've tried! Highly recommend this dish.
2546,93,42873,Teriyaki Chicken Thighs,sp_yOpOZcNZMA_42873_c_420877,u_ablhiYvfeu,jacobsmith,4,1739792523,4,25,9,1,64,Very easy to make and so flavorful. A great recipe for a quick meal.
2547,93,42873,Teriyaki Chicken Thighs,sp_MRpKSfKggX_42873_c_340085,u_MwtAeWffvT,igould,5,1740144629,3,25,9,2,88,The balance of flavors was perfect! Will be adding this to my favorites.
2548,93,42873,Teriyaki Chicken Thighs,sp_PhhawvPwoA_42873_c_780846,u_wULkRQaKfI,kowens,4,1740573128,3,41,3,5,97,"I made this for dinner, and my family loved it! Will make again."
2549,93,42873,Teriyaki Chicken Thighs,sp_WuWhbvOxVg_42873_c_305979,u_LAuqPKVCuR,michellecabrera,1,1740215600,2,84,5,4,56,This recipe was absolutely delicious! The flavors blended so well.
2550,93,42873,Teriyaki Chicken Thighs,sp_JSsczNOtgi_42873_c_383078,u_SVwQYLgqUF,wongjose,2,1740111487,2,89,10,3,50,This recipe was absolutely delicious! The flavors blended so well.
2551,93,42873,Teriyaki Chicken Thighs,sp_NRdSUgzvzZ_42873_c_976574,u_MLptbrdMKa,thomas35,3,1740256668,3,24,10,1,72,"I made this for dinner, and my family loved it! Will make again."
2552,93,42873,Teriyaki Chicken Thighs,sp_akcLmDlgrC_42873_c_771558,u_nCEdEjIDLm,carolfowler,4,1740524598,5,54,6,2,68,"I followed the recipe exactly, and it turned out amazing!"
2553,93,42873,Teriyaki Chicken Thighs,sp_KelvxTqSGh_42873_c_307939,u_pFEEZEPFzA,fwarren,3,1740193685,1,37,6,4,98,The balance of flavors was perfect! Will be adding this to my favorites.
2554,93,42873,Teriyaki Chicken Thighs,sp_zPLtEcTrkg_42873_c_357095,u_OMRjLXVOSM,emilyharrington,2,1740361838,5,70,0,1,67,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2555,93,42873,Teriyaki Chicken Thighs,sp_WfLhakBujc_42873_c_782213,u_wzkSiPLbPz,carrie07,2,1740242631,2,8,3,1,88,The balance of flavors was perfect! Will be adding this to my favorites.
2556,93,42873,Teriyaki Chicken Thighs,sp_ogKVVeRCGs_42873_c_874420,u_KvjkLfViww,meyerstephen,2,1740582052,2,90,6,2,74,One of the best recipes I've tried! Highly recommend this dish.
2557,93,42873,Teriyaki Chicken Thighs,sp_XPSEfAKIbO_42873_c_476342,u_WGgHmYKLnQ,igreen,5,1740455543,4,0,8,4,82,My whole family enjoyed this meal. Definitely making it again.
2558,93,42873,Teriyaki Chicken Thighs,sp_uEoMBZnnqO_42873_c_676364,u_TPARgHYxjE,csmith,4,1739949123,3,42,8,3,75,The balance of flavors was perfect! Will be adding this to my favorites.
2559,93,42873,Teriyaki Chicken Thighs,sp_PybBhOLsQg_42873_c_301069,u_zokYvzSQSx,vharris,5,1740146776,4,44,7,5,74,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2560,93,42873,Teriyaki Chicken Thighs,sp_sPJrjqsdGF_42873_c_972332,u_rXdhMzbELS,michaelhall,1,1739680517,1,79,3,3,71,"The sauce was fantastic! I served it over rice, and it was a hit."
2561,93,42873,Teriyaki Chicken Thighs,sp_eiuwicsEHm_42873_c_217612,u_dVWmMixTqk,alexander12,2,1739804109,0,17,9,1,59,"I made this for dinner, and my family loved it! Will make again."
2562,93,42873,Teriyaki Chicken Thighs,sp_sKMVlHJske_42873_c_544629,u_VaPuyYbgVM,daniel11,5,1740036609,4,46,10,3,87,The balance of flavors was perfect! Will be adding this to my favorites.
2563,93,42873,Teriyaki Chicken Thighs,sp_rWPqOYJwIP_42873_c_112382,u_rNXvAdcBGp,katherineharris,3,1739608557,5,19,6,1,69,"I followed the recipe exactly, and it turned out amazing!"
2564,93,42873,Teriyaki Chicken Thighs,sp_ksaXZWmkdm_42873_c_173189,u_nyONAJeGDJ,tammie70,2,1740315962,2,33,7,4,58,The balance of flavors was perfect! Will be adding this to my favorites.
2565,93,42873,Teriyaki Chicken Thighs,sp_HycsdKareq_42873_c_314029,u_gcnbeguzXE,erica07,3,1740526731,2,89,10,4,62,"The sauce was fantastic! I served it over rice, and it was a hit."
2566,93,42873,Teriyaki Chicken Thighs,sp_WoWgBhKXBx_42873_c_644467,u_iePAJMVdfd,zpadilla,1,1740561262,5,89,6,4,60,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2567,93,42873,Teriyaki Chicken Thighs,sp_rWufTUxRhw_42873_c_803500,u_JYOqkyYXlJ,melissa05,1,1740389428,2,77,1,1,86,My whole family enjoyed this meal. Definitely making it again.
2568,93,42873,Teriyaki Chicken Thighs,sp_moeYHodhZP_42873_c_592047,u_eajyiZtUos,sarah30,4,1739760365,5,31,4,1,52,This recipe was absolutely delicious! The flavors blended so well.
2569,93,42873,Teriyaki Chicken Thighs,sp_EuavGKmoGz_42873_c_652865,u_czxvVQSvef,hicksmolly,4,1740419750,3,1,5,5,73,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2570,93,42873,Teriyaki Chicken Thighs,sp_ZdXQnQKJhR_42873_c_988318,u_OcJhwVgyVk,ygomez,1,1739960032,4,65,9,5,76,"I made this for dinner, and my family loved it! Will make again."
2571,93,42873,Teriyaki Chicken Thighs,sp_gkRRrCiQGd_42873_c_442691,u_gDbXgqjrIB,davispatrick,1,1739823758,2,38,2,4,89,This recipe was absolutely delicious! The flavors blended so well.
2572,93,42873,Teriyaki Chicken Thighs,sp_xgqcdVZQnJ_42873_c_766736,u_RoCcHPmsUy,raymond36,5,1740178567,2,9,10,3,61,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2573,93,42873,Teriyaki Chicken Thighs,sp_JTGdWhPEnS_42873_c_363273,u_jBsBnpUqFh,grace07,4,1740062537,4,23,2,4,71,"I made this for dinner, and my family loved it! Will make again."
2574,93,42873,Teriyaki Chicken Thighs,sp_QYicNFPuWa_42873_c_162116,u_wPTYZReMmF,sherryford,1,1740218886,1,78,9,4,77,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2575,93,42873,Teriyaki Chicken Thighs,sp_QyYlnZMUKu_42873_c_420954,u_yylSMaUKdP,robinlee,2,1739855067,3,84,1,2,57,"I made this for dinner, and my family loved it! Will make again."
2576,93,42873,Teriyaki Chicken Thighs,sp_tOnkMXGQDT_42873_c_746710,u_PGfEgUTfjM,amandaochoa,3,1740490960,2,60,0,3,56,This recipe was absolutely delicious! The flavors blended so well.
2577,93,42873,Teriyaki Chicken Thighs,sp_dZRSuiUbTD_42873_c_586182,u_kIYwPBhUnx,steve28,3,1740286437,3,38,4,1,59,"I made this for dinner, and my family loved it! Will make again."
2578,93,42873,Teriyaki Chicken Thighs,sp_IYgqflcMrR_42873_c_257981,u_qHfcBkYUZh,elizabethmullen,1,1740411014,0,28,3,1,82,Very easy to make and so flavorful. A great recipe for a quick meal.
2579,93,42873,Teriyaki Chicken Thighs,sp_linpNUkGvo_42873_c_915070,u_XFSbLowOXO,charles60,2,1740455986,2,57,6,5,56,The balance of flavors was perfect! Will be adding this to my favorites.
2580,93,42873,Teriyaki Chicken Thighs,sp_wvPWSCHVWb_42873_c_335423,u_NIxyupdaYF,andrewmitchell,1,1740521164,0,9,9,1,78,The balance of flavors was perfect! Will be adding this to my favorites.
2581,93,42873,Teriyaki Chicken Thighs,sp_dRhjDvkrwo_42873_c_175097,u_TWsPEFidZM,parkerstephen,3,1739747723,5,39,5,2,76,Very easy to make and so flavorful. A great recipe for a quick meal.
2582,93,42873,Teriyaki Chicken Thighs,sp_fNWacghtZL_42873_c_246450,u_PPNgsGLTkf,lfrench,2,1740088521,3,59,7,5,78,"The sauce was fantastic! I served it over rice, and it was a hit."
2583,93,42873,Teriyaki Chicken Thighs,sp_lrUJkyfZTl_42873_c_311342,u_QzEEHGybBp,david97,4,1740102973,2,76,7,3,68,One of the best recipes I've tried! Highly recommend this dish.
2584,93,42873,Teriyaki Chicken Thighs,sp_XoJbaBOcGn_42873_c_697713,u_FSCIKpoaKY,patricia07,1,1740283581,0,68,4,1,54,"I made this for dinner, and my family loved it! Will make again."
2585,93,42873,Teriyaki Chicken Thighs,sp_BwqgJcDvhD_42873_c_792145,u_YXijJNqmob,coleandrew,4,1739661532,0,88,0,3,83,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2586,93,42873,Teriyaki Chicken Thighs,sp_FQtZhnnicz_42873_c_479960,u_gcleEEzXSK,parkerjames,1,1739671982,3,44,2,4,62,"The sauce was fantastic! I served it over rice, and it was a hit."
2587,93,42873,Teriyaki Chicken Thighs,sp_OIQsrJuEGm_42873_c_906360,u_lFiTPqupUU,onelson,1,1740422116,5,54,7,2,50,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2588,93,42873,Teriyaki Chicken Thighs,sp_hpFUuBRgWk_42873_c_732813,u_qwhOKYrmAx,nathanbradford,3,1739663702,3,2,10,1,65,"The sauce was fantastic! I served it over rice, and it was a hit."
2589,93,42873,Teriyaki Chicken Thighs,sp_DqMisfsVUO_42873_c_494052,u_dzkeHllzGN,price,1,1740414689,5,57,10,1,65,"I followed the recipe exactly, and it turned out amazing!"
2590,93,42873,Teriyaki Chicken Thighs,sp_FHfbxQIkKs_42873_c_729488,u_LxUfItFuop,rwright,5,1739954966,3,8,9,1,63,"The sauce was fantastic! I served it over rice, and it was a hit."
2591,93,42873,Teriyaki Chicken Thighs,sp_DcrJCmujyi_42873_c_672957,u_BAoFVMAMGQ,yhall,2,1739700581,5,100,4,5,67,Very easy to make and so flavorful. A great recipe for a quick meal.
2592,93,42873,Teriyaki Chicken Thighs,sp_gujinkflMc_42873_c_991267,u_BnPggwnVzp,smithapril,4,1739840201,1,50,9,1,80,Very easy to make and so flavorful. A great recipe for a quick meal.
2593,93,42873,Teriyaki Chicken Thighs,sp_IkoxQKoRUB_42873_c_332214,u_xulykiJqTQ,katrina29,2,1739702975,4,92,3,4,90,My whole family enjoyed this meal. Definitely making it again.
2594,93,42873,Teriyaki Chicken Thighs,sp_GVzqaCetIB_42873_c_451106,u_HrrPeKAHeF,etorres,4,1739839732,0,12,9,4,71,This recipe was absolutely delicious! The flavors blended so well.
2595,93,42873,Teriyaki Chicken Thighs,sp_evsiZoHjyV_42873_c_612497,u_iybvAAchRk,theresa59,4,1739808647,1,68,8,1,60,"I made this for dinner, and my family loved it! Will make again."
2596,93,42873,Teriyaki Chicken Thighs,sp_BArhAftWbT_42873_c_806626,u_UJwTxqMJyi,fhouston,2,1740432306,4,2,1,3,60,The balance of flavors was perfect! Will be adding this to my favorites.
2597,93,42873,Teriyaki Chicken Thighs,sp_AtNvJMZRtj_42873_c_255902,u_lhZOVlcXOW,debra00,2,1739592505,3,87,2,4,71,Very easy to make and so flavorful. A great recipe for a quick meal.
2598,93,42873,Teriyaki Chicken Thighs,sp_yqcNGlHSkD_42873_c_425455,u_eDjKLQZLXA,taylortheresa,1,1740389302,3,59,3,3,88,My whole family enjoyed this meal. Definitely making it again.
2599,93,42873,Teriyaki Chicken Thighs,sp_lzuXcnyKSF_42873_c_225479,u_thCdHpsNev,jamesdaniel,1,1739657455,4,52,6,4,92,"I made this for dinner, and my family loved it! Will make again."
2600,93,42873,Teriyaki Chicken Thighs,sp_oieCFQXHTn_42873_c_824840,u_URAeEKCSkq,walkerraymond,2,1740556764,0,14,1,3,96,One of the best recipes I've tried! Highly recommend this dish.
2601,93,42873,Teriyaki Chicken Thighs,sp_LwoZzpxaJb_42873_c_755829,u_dubgmjoKhd,dhartman,5,1739979975,5,10,1,2,88,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2602,93,42873,Teriyaki Chicken Thighs,sp_TGvsOlFFSs_42873_c_297429,u_ACmsFGgcjj,davidhall,1,1739798713,5,67,1,2,68,This recipe was absolutely delicious! The flavors blended so well.
2603,93,42873,Teriyaki Chicken Thighs,sp_ndaMLUhEgZ_42873_c_748823,u_OtZHgwbVKb,sara75,2,1740230739,2,60,7,3,96,This recipe was absolutely delicious! The flavors blended so well.
2604,93,42873,Teriyaki Chicken Thighs,sp_mceRPUyfah_42873_c_544241,u_ehqULHHltr,ufields,3,1740255454,0,93,0,2,64,Very easy to make and so flavorful. A great recipe for a quick meal.
2605,93,42873,Teriyaki Chicken Thighs,sp_kGKPpZyUMi_42873_c_220659,u_qAXEAZWbYI,fnelson,3,1740505617,3,76,10,1,94,Very easy to make and so flavorful. A great recipe for a quick meal.
2606,93,42873,Teriyaki Chicken Thighs,sp_OmxrWzqLPf_42873_c_258399,u_QPLWQeuASn,xford,2,1740421232,4,28,2,3,91,One of the best recipes I've tried! Highly recommend this dish.
2607,93,42873,Teriyaki Chicken Thighs,sp_cHpzWbwGod_42873_c_745159,u_AsZPVhmIcw,christophermartin,5,1740357847,3,54,5,5,72,"I made this for dinner, and my family loved it! Will make again."
2608,93,42873,Teriyaki Chicken Thighs,sp_cghEFQcBGw_42873_c_611916,u_SPZOhSqYxX,shawmichelle,5,1740435551,2,45,5,2,59,This recipe was absolutely delicious! The flavors blended so well.
2609,93,42873,Teriyaki Chicken Thighs,sp_dpaqVzPKyD_42873_c_124592,u_vbVJabddpL,terryjonathan,3,1740361314,3,97,4,4,84,"I made this for dinner, and my family loved it! Will make again."
2610,93,42873,Teriyaki Chicken Thighs,sp_LceKspDpvS_42873_c_685337,u_QfqTeuKPsD,catherinepayne,1,1740589733,5,51,9,1,73,This recipe was absolutely delicious! The flavors blended so well.
2611,93,42873,Teriyaki Chicken Thighs,sp_gHCjSDVPac_42873_c_156410,u_lwENriBlDu,joseph10,2,1740281662,5,65,7,2,52,My whole family enjoyed this meal. Definitely making it again.
2612,93,42873,Teriyaki Chicken Thighs,sp_aMdaYKdzlV_42873_c_390113,u_IVwaPdjeSK,zacharymyers,2,1739811753,4,90,2,5,77,"The sauce was fantastic! I served it over rice, and it was a hit."
2613,93,42873,Teriyaki Chicken Thighs,sp_yVgIHSykwU_42873_c_420128,u_lmQwwIYptw,stephanie99,3,1739679504,3,12,5,1,54,My whole family enjoyed this meal. Definitely making it again.
2614,93,42873,Teriyaki Chicken Thighs,sp_QAtErYLPOT_42873_c_546609,u_alUGYIEWTk,brownryan,3,1740373188,0,74,7,5,67,One of the best recipes I've tried! Highly recommend this dish.
2615,93,42873,Teriyaki Chicken Thighs,sp_OHdBLuULHr_42873_c_534328,u_CbSFQrpLLw,jennawilson,3,1740324492,5,1,0,1,62,"I followed the recipe exactly, and it turned out amazing!"
2616,93,42873,Teriyaki Chicken Thighs,sp_uHLnnmfdsy_42873_c_879539,u_ZznimSfxcC,latashacooper,1,1740422634,1,40,8,4,51,One of the best recipes I've tried! Highly recommend this dish.
2617,93,42873,Teriyaki Chicken Thighs,sp_pwgAvcfcct_42873_c_869338,u_WgEGfwntZN,briley,1,1739640095,2,19,5,1,85,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2618,93,42873,Teriyaki Chicken Thighs,sp_szziobwmsF_42873_c_665313,u_LUZelsWnls,gordonkelly,3,1739796770,2,90,4,5,99,"I made this for dinner, and my family loved it! Will make again."
2619,93,42873,Teriyaki Chicken Thighs,sp_cgMkETpoau_42873_c_448730,u_fkLvhsiRGm,prattstephanie,4,1740253186,3,13,6,3,88,Very easy to make and so flavorful. A great recipe for a quick meal.
2620,93,42873,Teriyaki Chicken Thighs,sp_lRpPMUPIrc_42873_c_345096,u_uUMXcAWwdq,marywatson,1,1739675053,1,37,0,2,75,"The sauce was fantastic! I served it over rice, and it was a hit."
2621,93,42873,Teriyaki Chicken Thighs,sp_ZdAIBYcJLb_42873_c_805481,u_vilddsIxlB,cheryl88,2,1740339277,0,26,7,5,77,My whole family enjoyed this meal. Definitely making it again.
2622,93,42873,Teriyaki Chicken Thighs,sp_IsfFFYvHTO_42873_c_992075,u_zzheynsJZn,swhitehead,2,1739723562,0,36,1,1,53,Very easy to make and so flavorful. A great recipe for a quick meal.
2623,93,42873,Teriyaki Chicken Thighs,sp_fuAuXiqxFH_42873_c_488408,u_USldryAiQn,oschwartz,2,1740095653,2,57,2,4,55,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2624,93,42873,Teriyaki Chicken Thighs,sp_BCpOfrAkdn_42873_c_863984,u_iMdQITKFAr,whitejamie,3,1740041184,3,81,1,4,54,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2625,93,42873,Teriyaki Chicken Thighs,sp_oPRKdOFBcw_42873_c_624327,u_znxSqSrNPq,raymond24,4,1740106473,3,17,3,4,91,One of the best recipes I've tried! Highly recommend this dish.
2626,93,42873,Teriyaki Chicken Thighs,sp_tFuckZneBd_42873_c_592987,u_VxhOkaIphA,amanda76,4,1740365425,2,21,4,5,73,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2627,93,42873,Teriyaki Chicken Thighs,sp_hiOATzFpqs_42873_c_977687,u_TQUBzhdsSG,rachel06,2,1740223092,0,14,1,2,56,Very easy to make and so flavorful. A great recipe for a quick meal.
2628,93,42873,Teriyaki Chicken Thighs,sp_KCXtwsWYTK_42873_c_775197,u_sHSyziMzOh,mjordan,5,1740512583,0,12,3,5,78,"I made this for dinner, and my family loved it! Will make again."
2629,93,42873,Teriyaki Chicken Thighs,sp_yOwPYWjLSe_42873_c_847056,u_YmKTgkFfBt,mcdonaldleslie,5,1739807298,4,20,2,4,97,This recipe was absolutely delicious! The flavors blended so well.
2630,93,42873,Teriyaki Chicken Thighs,sp_eiWVFgWlid_42873_c_901603,u_TyewzNKIYt,smithadrian,5,1740201604,3,67,1,1,56,"I followed the recipe exactly, and it turned out amazing!"
2631,93,42873,Teriyaki Chicken Thighs,sp_mrLavcsCRi_42873_c_364867,u_iQOcbkBrhX,tonya77,2,1739963147,4,63,9,3,53,"Loved this recipe! I substituted chicken for tofu, and it still turned out great."
2632,93,42873,Teriyaki Chicken Thighs,sp_PbnwwFiySA_42873_c_991757,u_svJfaUyaPV,williamcalhoun,5,1740213359,1,14,3,4,60,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2633,93,42873,Teriyaki Chicken Thighs,sp_EfOfdZtLIe_42873_c_176615,u_OGPlFNEmpe,lewisjason,1,1740047952,1,77,0,2,61,"Simple, quick, and delicious! Perfect for a busy weeknight dinner."
2634,93,42873,Teriyaki Chicken Thighs,sp_VlRvHWknJM_42873_c_390786,u_akEZEzGoaE,umay,1,1739951394,4,100,5,5,53,Very easy to make and so flavorful. A great recipe for a quick meal.
2635,93,42873,Teriyaki Chicken Thighs,sp_PSAvdrOVxb_42873_c_640109,u_XiBkakGqoM,tnguyen,5,1739816162,2,68,4,4,57,One of the best recipes I've tried! Highly recommend this dish.
2636,93,42873,Teriyaki Chicken Thighs,sp_OwoRPKFGQS_42873_c_175297,u_vcWyLqRnev,seanharper,1,1739818152,4,63,10,5,59,"The sauce was fantastic! I served it over rice, and it was a hit."
2637,93,42873,Teriyaki Chicken Thighs,sp_MvAxBKCMXW_42873_c_314332,u_sDWKacdEyW,brandy71,4,1740159991,3,47,5,2,59,The balance of flavors was perfect! Will be adding this to my favorites.
